time;Wind Speed;Wind Direction
0;13.16613522;0
21;12.34318407;0
21;12.34318407;0
21;12.34318407;0
41;11.51860093;0
41;11.51860093;0
41;11.51860093;0
61;13.155489;0
61;13.155489;0
61;13.155489;0
81;13.81855137;0
81;13.81855137;0
81;13.81855137;0
101;12.70741187;0
101;12.70741187;0
101;12.70741187;0
121;12.45921358;0
121;12.45921358;0
121;12.45921358;0
141;12.69135818;0
141;12.69135818;0
141;12.69135818;0
161;11.9034067;0
161;11.9034067;0
161;11.9034067;0
181;12.50699018;0
181;12.50699018;0
181;12.50699018;0
201;12.81926064;0
201;12.81926064;0
221;13.04584111;0
221;13.04584111;0
221;13.04584111;0
241;12.93621688;0
241;12.93621688;0
241;12.93621688;0
261;13.61133519;0
261;13.61133519;0
261;13.61133519;0
281;13.10931769;0
281;13.10931769;0
281;13.10931769;0
301;14.81401545;0
301;14.81401545;0
301;14.81401545;0
321;13.31202383;0
321;13.31202383;0
321;13.31202383;0
341;14.80449377;0
341;14.80449377;0
361;12.27687852;0
361;12.27687852;0
361;12.27687852;0
381;13.52654704;0
381;13.52654704;0
381;13.52654704;0
401;12.73974914;0
401;12.73974914;0
421;13.60014251;0
421;13.60014251;0
421;13.60014251;0
441;13.5939308;0
441;13.5939308;0
461;10.81397839;0
461;10.81397839;0
461;10.81397839;0
481;11.67295685;0
481;11.67295685;0
501;11.5589864;0
501;11.5589864;0
521;13.4018445;0
521;13.4018445;0
521;13.4018445;0
541;14.47020128;0
541;14.47020128;0
541;14.47020128;0
561;12.67318577;0
561;12.67318577;0
561;12.67318577;0
581;13.812323;0
581;13.812323;0
581;13.812323;0
601;13.5455401;0
601;13.5455401;0
601;13.5455401;0
621;11.94836769;0
621;11.94836769;0
621;11.94836769;0
641;13.397467;0
641;13.397467;0
641;13.397467;0
661;12.24810526;0
661;12.24810526;0
661;12.24810526;0
681;14.5162669;0
681;14.5162669;0
701;12.96743349;0
701;12.96743349;0
701;12.96743349;0
721;14.63599966;0
721;14.63599966;0
721;14.63599966;0
741;12.57494151;0
741;12.57494151;0
741;12.57494151;0
761;13.58943337;0
761;13.58943337;0
761;13.58943337;0
781;12.93720877;0
781;12.93720877;0
781;12.93720877;0
801;10.97804107;0
801;10.97804107;0
801;10.97804107;0
821;12.01786847;0
821;12.01786847;0
821;12.01786847;0
841;13.6125113;0
841;13.6125113;0
861;12.94511387;0
861;12.94511387;0
881;11.881268;0
881;11.881268;0
881;11.881268;0
901;12.37362146;0
901;12.37362146;0
901;12.37362146;0
921;13.24951774;0
921;13.24951774;0
921;13.24951774;0
941;12.00698099;0
941;12.00698099;0
941;12.00698099;0
961;13.97495022;0
961;13.97495022;0
961;13.97495022;0
981;12.35929049;0
981;12.35929049;0
981;12.35929049;0
1001;14.80886262;0
1001;14.80886262;0
1021;11.92013375;0
1021;11.92013375;0
1021;11.92013375;0
1041;13.19918944;0
1041;13.19918944;0
1041;13.19918944;0
1061;11.47897344;0
1061;11.47897344;0
1061;11.47897344;0
1081;12.27636887;0
1081;12.27636887;0
1081;12.27636887;0
1101;12.40674968;0
1101;12.40674968;0
1101;12.40674968;0
1121;13.40133634;0
1121;13.40133634;0
1121;13.40133634;0
1141;13.94213332;0
1141;13.94213332;0
1161;13.30048597;0
1161;13.30048597;0
1161;13.30048597;0
1181;12.62692934;0
1181;12.62692934;0
1181;12.62692934;0
1201;13.81548851;0
1201;13.81548851;0
1201;13.81548851;0
1221;13.79888699;0
1221;13.79888699;0
1221;13.79888699;0
1241;13.12020528;0
1241;13.12020528;0
1241;13.12020528;0
1261;13.57124763;0
1261;13.57124763;0
1261;13.57124763;0
1281;13.41279601;0
1281;13.41279601;0
1281;13.41279601;0
1301;12.01303812;0
1301;12.01303812;0
1321;13.75956833;0
1321;13.75956833;0
1341;12.3427987;0
1341;12.3427987;0
1361;12.39608152;0
1361;12.39608152;0
1361;12.39608152;0
1381;13.17694682;0
1381;13.17694682;0
1381;13.17694682;0
1401;12.69249653;0
1401;12.69249653;0
1401;12.69249653;0
1429.8;12.82223175;0
1440;12.86817965;0
