time;Wind Speed;Wind Direction
345;11.6;0.7
345;11.6;0.7
350;11.8;0.033333333
350;11.8;0.033333333
350;11.8;0.033333333
360;13.9;-1.3
360;13.9;-1.3
360;13.9;-1.3
370;16;-0.925
370;16;-0.925
370;16;-0.925
395;11.2;0.0125
395;11.2;0.0125
400;11.1;0.2
400;11.1;0.2
420;10.7;-1.3
420;10.7;-1.3
425;10.6;-0.966666667
425;10.6;-0.966666667
435;13;-0.3
435;13;-0.3
435;13;-0.3
445;17.8;0.366666667
445;17.8;0.366666667
445;17.8;0.366666667
450;17.125;0.7
450;17.125;0.7
465;15.1;-2
465;15.1;-2
465;15.1;-2
480;13.075;-0.9
480;13.075;-2
480;13.075;-2
485;12.4;-1.783333333
485;12.4;-1.783333333
510;12;-0.7
510;15.2;0.4
510;15.2;0.4
520;15.31428571;-0.7
520;15.31428571;-0.7
520;15.31428571;-0.7
535;15.48571429;0.1
535;15.48571429;-1.3
535;15.48571429;-1.3
545;15.6;-0.9
545;15.6;-0.9
545;15.6;-0.9
560;18;-0.3
560;18;2.4
560;18;2.4
565;18.8;2.18
565;18.8;2.18
565;18.8;2.18
580;10.6;1.52
580;10.6;1.52
585;11.4;1.3
585;11.4;-0.1
585;11.4;-0.1
600;13.8;1.025
600;13.8;1.025
605;13.15;1.4
605;13.15;-1.2
605;13.15;-1.2
615;11.85;0.1
615;11.85;0.1
615;11.85;0.1
620;11.2;0.1
620;11.2;0.1
620;11.2;0.1
630;14.8;0.1
630;14.8;-1.3
630;14.8;-1.3
640;18.2;-2.7
640;18.2;-1.3
640;18.2;-1.3
650;13;-0.5
650;13;-0.5
650;13;-0.5
660;13.66666667;0.7
660;13.66666667;-0.3
660;13.66666667;-0.3
665;14;-0.74
665;14;-0.74
665;14;-0.74
675;11.4;-1.62
675;11.4;-1.62
675;11.4;-1.62
685;18.8;-2.5
685;18.8;-0.5
685;18.8;-0.5
700;13.4;-0.56
700;13.4;-0.56
700;13.4;-0.56
710;13.53333333;-0.6
710;13.53333333;-1.6
710;13.53333333;-1.6
715;13.6;-1.25
715;13.6;-1.25
715;13.6;-1.25
730;15.6;-0.2
730;15.6;-0.2
745;17.6;-0.3
745;17.6;-1.4
760;15.2;-2.525
760;15.2;-2.525
765;13.4;-2.9
765;13.4;-1.8
775;9.8;-0.666666667
775;9.8;-0.666666667
775;9.8;-0.666666667
780;11.7;-0.1
780;11.7;-1.6
780;11.7;-1.6
785;13.6;-2.5
785;13.6;-2.5
785;13.6;-2.5
790;13.66666667;-3.4
790;13.66666667;-2.9
790;13.66666667;-2.9
800;13.8;-2.25
800;13.8;-2.25
800;13.8;-2.25
810;17.2;-1.6
810;17.2;-0.6
810;17.2;-0.6
825;9.6;-0.9
825;9.6;-0.9
825;9.6;-0.9
830;10.73333333;-1
830;10.73333333;-1.6
840;13;-1.966666667
840;13;-1.966666667
850;16.2;-2.333333333
850;16.2;-2.333333333
860;12.86666667;-2.7
860;12.86666667;-0.8
860;12.86666667;-0.8
865;11.2;-1.45
865;11.2;-1.45
865;11.2;-1.45
870;11.32;-2.1
870;11.32;0.9
870;11.32;0.9
890;11.8;-0.9
890;11.8;-0.9
890;11.8;-0.9
900;12.88571429;-1.8
900;12.88571429;-0.7
925;15.6;-1.485714286
925;15.6;-1.485714286
925;15.6;-1.485714286
935;12.26666667;-1.8
935;12.26666667;1.3
935;12.26666667;1.3
940;10.6;0.875
940;10.6;0.875
940;10.6;0.875
955;10.8;-0.4
955;10.8;-1.7
955;10.8;-1.7
975;11.8;-0.833333333
975;11.8;-0.833333333
975;11.8;-0.833333333
985;14.2;-0.4
985;14.2;1
985;14.2;1
995;16.6;-0.1
995;16.6;-0.1
995;16.6;-0.1
1005;14.3;-1.2
1005;14.3;-1.2
1015;12;-0.966666667
1015;12;-0.966666667
1015;12;-0.966666667
1030;12;-0.616666667
1030;12;-0.616666667
1030;12;-0.616666667
1035;13.33333333;-0.5
1035;13.33333333;-0.5
1035;13.33333333;-0.5
1045;16;-0.86
1045;16;-0.86
1060;16.9;-1.4
1060;16.9;-1.4
1060;16.9;-1.4
1065;17.2;-1.116666667
1065;17.2;-1.116666667
1065;17.2;-1.116666667
1080;15.4;-0.266666667
1080;13.8;-0.266666667
1080;13.8;-0.266666667
1090;12.7;0.3
1090;12.7;1.5
1090;12.7;1.5
1100;11.6;0.744444444
1100;14.6;0.744444444
1100;14.6;0.744444444
1120;17.4;-0.766666667
1120;17.4;-0.766666667
1120;17.4;-0.766666667
1135;16.4;-1.9
1135;16.4;-1.5
1135;16.4;-1.5
1150;15.4;-1.8
1150;13.8;-0.9
1150;13.8;-0.9
1178.8;11.304;-0.6696
1180;11.2;-0.66
1180;11.2;-0.66
1180;11.2;-0.66
1190;15.8;-0.58
1190;15.8;-0.58
1200;15.7;-0.5
1200;15.7;-1.7
1210;15.6;-1.785714286
1210;15.6;-1.785714286
1210;15.6;-1.785714286
1230;12.4;-1.957142857
1230;12.4;-1.957142857
1230;12.4;-1.957142857
1235;13.25;-2
1235;13.25;0.1
1235;13.25;0.1
1250;15.8;0.185714286
1250;15.8;0.185714286
1250;15.8;0.185714286
1264;14.33;0.265714286
1264;14.33;0.265714286
1270;13.7;0.3
1270;13.7;0.3
1270;13.7;0.3
1290;11.6;-1.22
1290;11.6;-1.22
1290;11.6;-1.22
1295;13.45714286;-1.6
1295;13.45714286;-1.6
1295;13.45714286;-1.6
1304;16.8;-0.655
1304;16.8;-0.655
1304;16.8;-0.655
1315;18.45;0.5
1315;18.45;-0.9
1315;18.45;-0.9
1320;19.2;-0.92173913
1320;19.2;-0.92173913
1320;19.2;-0.92173913
1338;16.24285714;-1
1338;16.24285714;0.2
1338;16.24285714;0.2
1348;14.6;0.147368421
1348;14.6;0.147368421
1348;14.6;0.147368421
1370;18.8;0.031578947
1370;18.8;0.031578947
1376;18.04;7.6589E-14
1376;18.04;-0.8
1376;18.04;-0.8
1400;15;-0.8
1400;15;-0.8
1402;15.11;-0.8
1402;15.11;-0.8
1430.8;16.694;-1.785263158
1440;17.2;-2.1
