Time,Wind Speed
0 sec,21.5964713198286
20 sec,20.8954406490403
40 sec,19.885934895638
60 sec,20.4780721135923
80 sec,19.1468037192851
100 sec,21.774009672519
120 sec,16.8717461679902
140 sec,19.7223038283631
160 sec,18.896443459188
180 sec,19.9104697534884
200 sec,20.8819734660495
220 sec,20.7211112698338
240 sec,18.7970120125884
260 sec,19.9428925942272
280 sec,18.0863920050496
300 sec,20.2186120798355
320 sec,18.8444064705481
340 sec,19.6813043271417
360 sec,21.4681927461496
380 sec,21.0140439501495
400 sec,21.5710089444192
420 sec,21.2649357994034
440 sec,19.515580274252
460 sec,18.4415856581639
480 sec,21.3489784944336
500 sec,20.9565294743741
520 sec,19.733197142532
540 sec,21.4600031541389
560 sec,21.85242598557
580 sec,19.4190839124002
600 sec,19.3354082238378
620 sec,21.8389124058139
640 sec,20.0698770554875
660 sec,19.4593125630177
680 sec,18.9939883063407
700 sec,19.306784551434
720 sec,20.2910191624989
740 sec,22.1588317776801
760 sec,19.2169927782492
780 sec,19.5523467233234
800 sec,20.3910721728557
820 sec,21.7648257233553
840 sec,18.6434085641069
860 sec,20.1447036703514
880 sec,20.1691933760681
900 sec,18.6838487971271
920 sec,19.9031088167788
940 sec,23.1791870123622
960 sec,19.4685230275871
980 sec,20.0148296506748
1000 sec,20.3585322062577
1020 sec,22.3225131575294
1040 sec,18.0587199039042
1060 sec,18.6422612723415
1080 sec,19.5502193503084
1100 sec,20.6287760996495
1120 sec,19.9669431306489
1140 sec,20.2612425663396
1160 sec,20.8339119419257
1180 sec,21.6990722434945
1200 sec,20.0985081605246
1220 sec,19.3033528017414
1240 sec,20.0781297621595
1260 sec,20.5615182248906
1280 sec,19.9147420110047
1300 sec,19.0229409211606
1320 sec,20.9879480089961
1340 sec,18.9303828425601
1360 sec,20.9078600817918
1380 sec,19.8861836827685
1400 sec,19.2666375800344
1420 sec,19.1238140206098
1440 sec,20.0737512126771
