time;power
0;0
5.46359E-12;0
5.46359E-12;0
3.85681E-08;0
3.85681E-08;0
2.69944E-07;0
7.32695E-07;0
1.19545E-06;0
1.95192E-06;0
5.73426E-06;0
1.39618E-05;0
2.21893E-05;0
3.48747E-05;0
5.05189E-05;0
7.09153E-05;0
9.5734E-05;0
0.000125899;0
0.000156063;0
0.00019783;0
0.000239597;0
0.000294594;0
0.00034959;0
0.000419248;0
0.000488907;0
0.000575081;0
0.000661254;0
0.000765922;0
0.000870589;0
0.000975257;0
0.001079925;0
0.001184592;0
0.00128926;0
0.001393927;0
0.001524324;0
0.001654721;0
0.001785118;0
0.001915515;0
0.002080061;0
0.002244607;0
0.002409154;0
0.0025737;0
0.002779378;0
0.002985056;0
0.003190733;0
0.003396411;0
0.003652253;0
0.003908095;0
0.004163937;0
0.004419779;0
0.004737869;0
0.00505596;0
0.00537405;0
0.00569214;0
0.006089336;0
0.006486532;0
0.006883728;0
0.007280924;0
0.007781913;0
0.008282903;0
0.008783892;0
0.009388431;0
0.009992969;0
0.010597508;0
0.011095208;0
0.011095208;0
0.011181123;0
0.011352952;0
0.011524782;0
0.011795046;0
0.011997301;0
0.011997301;0
0.012082546;0
0.012253036;0
0.012423526;0
0.012692653;0
0.013614529;0
0.013909511;0
0.013909511;0
0.01399467;0
0.014164988;0
0.014335306;0
0.014604661;0
0.015567464;0
0.016530267;0
0.016666667;0
0.016666667;-0.026235653
0.016745665;-0.026235653
0.016903662;-0.026235653
0.017061659;-0.026235653
0.017342698;-0.026235653
0.018372877;-0.026235653
0.019403055;-0.026235653
0.020433234;-0.026235653
0.021463413;-0.026235653
0.022493591;-0.026235653
0.023827397;-0.026235653
0.025161204;-0.026235653
0.026822657;-0.026235653
0.02848411;-0.026235653
0.030145563;-0.026235653
0.031807016;-0.026235653
0.03381356;-0.026235653
0.034106352;-0.026235653
0.034106352;-0.026235653
0.034282662;-0.026235653
0.034635283;-0.026235653
0.034987904;-0.026235653
0.035670221;-0.026235653
0.036783993;-0.026235653
