time;power
0;0
3.54727E-11;0
3.54727E-11;0
3.85981E-08;0
3.85981E-08;0
2.69974E-07;0
7.32725E-07;0
1.19548E-06;0
1.95195E-06;0
5.73429E-06;0
1.39619E-05;0
2.21895E-05;0
3.48751E-05;0
5.05193E-05;0
7.09159E-05;0
9.57346E-05;0
0.000108912;0
0.000108912;0
0.000108912;0
0.000108912;0
0.000108912;0
0.000108912;0
0.000109798;0
0.00011157;0
0.000114102;0
0.000118939;0
0.00014312;0
0.000179735;0
0.000225487;0
0.000271239;0
0.000330381;0
0.000389523;0
0.000464106;0
0.000538689;0
0.000630407;0
0.000722124;0
0.000813842;0
0.00090556;0
0.000997277;0
0.001088995;0
0.001180712;0
0.0012965;0
0.001412287;0
0.001528074;0
0.001667382;0
0.001806691;0
0.001945999;0
0.002085308;0
0.002224616;0
0.002363925;0
0.00253596;0
0.002707995;0
0.00288003;0
0.003102147;0
0.003324265;0
0.003546382;0
0.0037685;0
0.004046971;0
0.004325441;0
0.004603912;0
0.004882383;0
0.005160854;0
0.005439325;0
0.005717795;0
0.005996266;0
0.006274737;0
0.006553208;0
0.006831679;0
0.00711015;0
0.00738862;0
0.007667091;0
0.007945562;0
0.00829085;0
0.008636138;-0.11277111
0.008981426;-0.11277111
0.009326714;-0.11277111
0.009672002;-0.11277111
0.010097128;-0.11277111
0.010522255;-0.11277111
0.010947382;-0.112771111
0.011372508;-0.112771111
0.011797635;-0.112771111
0.012318647;-0.112771111
0.012839659;-0.112771111
0.013360671;-0.112771111
0.013881683;-0.112771111
0.014402694;-0.112771111
0.015028611;-0.112771111
0.015654528;-0.112771111
0.016280444;-0.112771111
0.016666667;-0.112771111
0.016666667;-0.112771111
0.016666667;-0.112771111
0.016729403;-0.112771111
0.016854877;-0.112771111
0.01698035;-0.112771111
0.017239433;-0.112771111
0.017935292;-0.112771111
0.018631151;-0.112771111
0.01932701;-0.112771111
0.020022869;-0.112771111
0.020718728;-0.112771111
0.021414587;-0.112771111
0.022110445;-0.112771111
0.022806304;-0.112771111
0.023502163;-0.112771111
0.024342818;-0.112771111
0.025183474;-0.112771111
0.026024129;-0.112771111
0.026864784;-0.112771111
0.02770544;-0.112771111
0.028546095;-0.112771111
0.02938675;-0.112771111
0.030227405;-0.112771111
0.031068061;-0.112771111
0.031908716;-0.112771111
0.032749371;-0.112771111
0.033396261;-0.112771111
0.034043152;-0.112771111
0.034105105;-0.112771111
0.034105105;-0.112771111
0.034105105;-0.112771111
0.034179168;-0.112771111
0.034327293;-0.112771111
0.034475419;-0.112771111
0.03482336;-0.112771111
0.035337005;-0.112771111
0.035850651;-0.112771111
0.036364296;-0.112771111
0.036877941;-0.112771111
0.037255018;-0.112771111
0.037632095;-0.112771111
0.037932267;-0.112771111
0.038232438;-0.112771111
0.038455786;-0.112771111
0.038607172;-0.112771111
0.038758558;-0.112771111
0.038857506;-0.112771111
0.038956455;-0.112771111
0.039021233;-0.112771111
0.039086011;-0.112771111
0.039150789;-0.112771111
0.039199798;-0.112771111
0.039248808;-0.112771111
0.039280342;-0.112771111
0.039311876;-0.112771111
0.03934341;-0.112771111
0.039374944;-0.112771111
0.039424809;-0.112771111
0.039488363;-0.112771111
0.039535795;-0.112771111
0.039583227;-0.112771111
0.039630659;-0.112771111
0.039691231;-0.112771111
0.039751803;-0.112771111
0.03982833;-0.112771111
0.039904858;-0.112771111
0.040003049;-0.112771111
0.040101239;-0.112771111
0.040227935;-0.112771111
0.04035463;-0.112771111
0.040517814;-0.112771111
0.040680999;-0.112771111
0.040890119;-0.112771111
0.041099239;-0.112771111
0.041365283;-0.112771111
0.041631327;-0.112771111
0.041966307;-0.112771111
0.042301287;-0.112771111
0.04271553;-0.112771111
0.043129772;-0.112771111
0.043544015;-0.112771111
0.044069893;-0.112771111
0.04459577;-0.112771111
0.045121648;-0.112771111
0.045647526;-0.112771111
0.046048379;-0.112771111
0.046449233;-0.112771111
0.046850087;-0.112771111
0.047134332;-0.112771111
0.047418577;-0.112771111
0.047635872;-0.112771111
0.047853167;-0.112771111
0.048012847;-0.112771111
0.048172528;-0.112771111
0.048285764;-0.112771111
0.048364587;-0.112771111
0.048443409;-0.112771111
0.048522232;-0.112771111
0.048580979;-0.112771111
0.048621505;-0.112771111
0.04866203;-0.112771111
0.048689196;-0.112771111
0.048716362;-0.112771111
0.04873374;-0.112771111
0.048751118;-0.112771111
0.048761936;-0.112771111
0.048772753;-0.112771111
0.04878357;-0.112771111
0.048794388;-0.112771111
0.048802398;-0.112771111
0.04880713;-0.112771111
0.048811863;-0.112771111
0.048816596;-0.112771111
0.048823381;-0.112771111
0.048830599;-0.112771111
0.048837817;-0.112771111
0.048845035;-0.112771111
0.048852253;-0.112771111
0.048861255;-0.112771111
